   23.5355339059 16.4644660940 5.0000000000
   19.9999999998 12.9289321881 10.0000000000
   12.9289321881 20.0000000002 10.0000000000
   16.4644660941 23.5355339060 5.0000000000

   23.5355339059 16.4644660940 5.0000000000
   27.0710678119 19.9999999998 10.0000000000
   20.0000000002 27.0710678119 10.0000000000
   16.4644660941 23.5355339060 5.0000000000

   23.5355339059 16.4644660940 5.0000000000
   27.0710678119 19.9999999998 0.0000000000
   20.0000000002 27.0710678119 0.0000000000
   16.4644660941 23.5355339060 5.0000000000

   23.5355339059 16.4644660940 5.0000000000
   19.9999999998 12.9289321881 0.0000000000
   12.9289321881 20.0000000002 0.0000000000
   16.4644660941 23.5355339060 5.0000000000

   23.5355339059 16.4644660940 5.0000000000
   19.9999999998 12.9289321881 10.0000000000
   12.9289321881 20.0000000002 10.0000000000
   16.4644660941 23.5355339060 5.0000000000
